Name,Rank,Year,Company Founded,Company Name,Company Relationship,Company Sector,Company Type,Demographics Age,Demographics Gender,Location Citizenship,Location Country Code,Location GDP,Location Region,Wealth Type,Wealth Worth In Billions,Wealth How Category,Wealth How From Emerging,Wealth How Industry,Wealth How Inherited,Wealth How Was Founder,Wealth How Was Political,Company Nmae
Ronald Perelman,130,2001,1980,MacAnderws and Forbes Holdings,founder,holding company,aquired,58,male,United States,USA,10600000000000.0,North America,self-made finance,3.3,Financial,True,Private equity/leveraged buyout,not inherited,True,True,MacAnderws and Forbes Holdings
Ryoichi Jinnai,130,2001,1962,Promise Consumer Finance,founder,finance,new,74,male,Japan,JPN,4160000000000.0,East Asia,self-made finance,3.3,Financial,True,Money Management,not inherited,True,True,Promise Consumer Finance
Richard Kinder,130,2014,1997,Kinder Morgan Energy Partners,founder,energy,new,69,male,United States,USA,0.0,North America,founder non-finance,9.5,Traded Sectors,True,Non-consumer industrial,not inherited,True,True,Kinder Morgan Energy Partners
Tsai Eng-Meng,130,2014,1962,Want Want China,relation,food,new,57,male,Taiwan,Taiwan,0.0,East Asia,inherited,9.5,Traded Sectors,True,Consumer,father,True,True,Want Want China
Henry Fok,131,1996,1962,Sociedade de Turismo e Divers?es de Macau,investor,casinos,new,72,male,Hong Kong,HKG,160000000000.0,East Asia,self-made finance,2.5,Financial,True,Real Estate,not inherited,True,True,Sociedade de Turismo e Diverses de Macau
Goroemon Yoshimoto,132,1996,0,Walmart,founder,real estate,new,0,male,Japan,JPN,4710000000000.0,East Asia,inherited,2.5,Financial,True,Real Estate,not inherited,True,True,Walmart
"Edward Johnson, III.",132,2014,1946,Fidelity Investments,relation,investment banking,new,83,male,United States,USA,0.0,North America,inherited,9.3,Financial,True,Money Management,father,True,True,Fidelity Investments
Eric Schmidt,132,2014,1998,google,executive chairman,technology,new,58,male,United States,USA,0.0,North America,executive,9.3,New Sectors,True,Technology-Computer,not inherited,True,True,google
Hiroshi Mikitani,132,2014,1997,Rakuten,founder,e-commerce,new,49,male,Japan,JPN,0.0,East Asia,founder non-finance,9.3,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Rakuten
"Samuel Newhouse, Jr.",132,2014,1909,Advance Publications,relation,media,new,86,male,United States,USA,0.0,North America,inherited,9.3,Non-Traded Sectors,True,Media,father,True,True,Advance Publications
Rinji Shino,133,1996,1949,Meiko Group,founder,real estate,new,0,male,Japan,JPN,4710000000000.0,East Asia,inherited,2.5,Financial,True,Real Estate,not inherited,True,True,Meiko Group
Yasuyuki Nambu,134,1996,1976,Pasona Inc,founder,staffing services,new,0,male,Japan,JPN,4710000000000.0,East Asia,founder non-finance,2.5,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Pasona Inc
Rafik Al-Hariri,135,1996,1978,Saudi Oger,founder,construction,aquired,52,male,Lebanon,LBN,13690217121.0,Middle East/North Africa,privatized and resources,2.5,Non-Traded Sectors,True,Constrution,not inherited,True,True,Saudi Oger
Alejo Peralta,136,1996,1939,Groupo IUSA,relation,construction,new,0,male,Mexico,MEX,397000000000.0,Latin America,inherited,2.5,Non-Traded Sectors,True,Media,father,True,True,Groupo IUSA
Dietrich Mateschitz,136,2014,1984,Red Bull,founder,beverages,new,69,male,Austria,AUT,0.0,Europe,founder non-finance,9.2,Traded Sectors,True,Consumer,not inherited,True,True,Red Bull
John van Vlissingen,137,1996,1975,BCD Holdings,founder,travel company,new,57,male,Netherlands,NLD,443000000000.0,Europe,privatized and resources,2.5,Resource Related,True,Energy,not inherited,True,True,BCD Holdings
Joao Roberto Marinho,137,2014,1925,Globo Organizations,relation,media,new,60,male,Brazil,BRA,0.0,Latin America,inherited,9.1,Non-Traded Sectors,True,Media,father,True,True,Globo Organizations
Jose Roberto Marinho,137,2014,1925,Globo Organizations,relation,media,new,58,male,Brazil,BRA,0.0,Latin America,inherited,9.1,Non-Traded Sectors,True,Media,father,True,True,Globo Organizations
Roberto Marinho,137,2014,1925,Globo Organizations,relation,media,new,66,male,Brazil,BRA,0.0,Latin America,inherited,9.1,Non-Traded Sectors,True,Media,father,True,True,Globo Organizations
Roman Abramovich,137,2014,1988,Millhouse LLC,founder,private investment company,new,47,male,Russia,RUS,0.0,Europe,privatized and resources,9.1,Resource Related,True,Non-consumer industrial,not inherited,True,True,Millhouse LLC
Sheikh Saleh Bin Abdul Aziz Al-rajhi,138,1996,1957,Al Rajhi bank,founder,Banking,new,0,male,Saudi Arabia,SAU,158000000000.0,Middle East/North Africa,self-made finance,2.5,Financial,True,Money Management,not inherited,True,True,Al Rajhi bank
Charles Koch,138,2001,1940,Koch industries,relation,  Oil refining,new,65,male,United States,USA,10600000000000.0,North America,inherited,3.2,Resource Related,True,Energy,father,True,True,Koch industries
David Koch,138,2001,1940,Koch industries,relation, Oil refining,new,60,male,United States,USA,10600000000000.0,North America,inherited,3.2,Resource Related,True,Energy,father,True,True,Koch industries
Donald Fisher,138,2001,1969,The Gap,founder,clothing ,new,72,male,United States,USA,10600000000000.0,North America,founder non-finance,3.2,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,The Gap
Doris Fisher,138,2001,1969,The Gap,founder,clothing ,new,70,female,United States,USA,10600000000000.0,North America,founder non-finance,3.2,Traded Sectors,True,Consumer,not inherited,True,True,The Gap
Karl-Heinz Kipp,138,2001,1965,Massa,founder,retail,new,77,male,Germany,DEU,1950000000000.0,Europe,founder non-finance,3.2,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Massa
Philippe Foriel-Destezet,138,2001,1996,Adecco,owner,HR consulting,aquired,65,male,France,FRA,1380000000000.0,Europe,executive,3.2,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Adecco
Preston Tisch,138,2001,1946,Loews Corporation,founder,retail,new,74,male,United States,USA,10600000000000.0,North America,founder non-finance,3.2,Traded Sectors,True,Consumer,not inherited,True,True,Loews Corporation
Ronald Lauder,138,2001,1946,Est?Lauder,relation,makeup,new,59,male,United States,USA,10600000000000.0,North America,inherited,3.2,Traded Sectors,True,Consumer,father,True,True,EstLauder
Mohammed Jameel,139,1996,1945,Abdul Latif Jameel Co. Ltd,relation,auto dealerships,new,0,male,Saudi Arabia,SAU,158000000000.0,Middle East/North Africa,inherited,2.5,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True,Abdul Latif Jameel Co. Ltd
Maersk McKinney Moller,140,1996,1905,Maersk Group,relation,shipping,new,82,male,Denmark,DNK,188000000000.0,Europe,inherited,2.5,Financial,True,Diversified financial,father,True,True,Maersk Group
Nicky Oppenheimer,141,1996,1888,De Beers,relation,diamonds,new ,50,male,South Africa,ZAF,148000000000.0,Sub-Saharan Africa,inherited,2.5,Resource Related,True,Mining and metals,3rd generation,True,True,De Beers
Alain Wertheimer,141,2014,1909,Chanel,relation,luxury goods,new,65,male,France,FRA,0.0,Europe,inherited,9.0,Traded Sectors,True,Consumer,3rd generation,True,True,Chanel
Charoen Sirivadhanabhakdi,141,2014,1941,ThaiBev,founder,alcohol,privatization,69,male,Thailand,THA,0.0,East Asia,privatized and resources,9.0,Traded Sectors,True,Consumer,not inherited,True,True,ThaiBev
Gerard Wertheimer,141,2014,1909,Chanel,relation,luxury goods,new,63,male,France,FRA,0.0,Europe,inherited,9.0,Traded Sectors,True,Consumer,3rd generation,True,True,Chanel
Silvio Berlusconi,141,2014,1978,Fininvest,founder,media,new,77,male,Italy,ITA,0.0,Europe,privatized and resources,9.0,Non-Traded Sectors,True,Media,not inherited,True,True,Fininvest
Vladimir Yevtushenkov,141,2014,1993,Sistema/Sitronics,Chairman/founder,technology,new,65,male,Russia,RUS,0.0,Europe,privatized and resources,9.0,Non-Traded Sectors,True,Media,not inherited,True,True,Sistema/Sitronics
Ernesto Bertarelli,142,1996,1906,Serono,relation,pharmaceuticals,new,30,male,Switzerland,CHE,330000000000.0,Europe,inherited,2.5,New Sectors,True,Technology-Medical,3rd generation,True,True,Serono
Banyong Lamsam,143,1996,1945,Kasikornbank,relation,banking,new,0,male,Thailand,THA,182000000000.0,East Asia,inherited,2.5,Financial,True,Money Management,not inherited,True,True,Kasikornbank
George Soros,144,1996,1969,Soros Fund Management,founder,hedge funds,new,65,male,United States,USA,8100000000000.0,North America,self-made finance,2.5,Financial,True,Hedge funds,not inherited,True,True,Soros Fund Management
Abigail Johnson,145,1996,1946,Fidelity Investments,relation,investment banking,new,34,female,United States,USA,8100000000000.0,North America,inherited,2.5,Financial,True,Money Management,3rd generation,True,True,Fidelity Investments
Jon Huntsman,146,1996,1982,Huntsman chemical,founder,chemicals,new,58,male,United States,USA,8100000000000.0,North America,founder non-finance,2.5,Traded Sectors,True,Non-consumer industrial,not inherited,True,True,Huntsman chemical
Ennio Doris,146,2001,1982,Mediolanum SpA,founder,asset management,new,60,male,Italy,ITA,1160000000000.0,Europe,self-made finance,3.1,Financial,True,Hedge funds,not inherited,True,True,Mediolanum SpA
Gianni Agnelli,146,2001,1899,Fiat,relation,cars,new,0,male,Italy,ITA,1160000000000.0,Europe,inherited,3.1,Traded Sectors,True,Consumer,3rd generation,True,True,Fiat
Lester Crown,146,2001,1919,General Dynamics,relation,aerospace and defense,new,75,male,United States,USA,10600000000000.0,North America,inherited,3.1,Financial,True,Money Management,father,True,True,General Dynamics
Rafik Al-Hariri,146,2001,1978,Saudi Oger,founder,construction,aquired,57,male,Lebanon,LBN,17649751244.0,Middle East/North Africa,privatized and resources,3.1,Non-Traded Sectors,True,Constrution,not inherited,True,True,Saudi Oger
William Wrigley,146,2001,1891,Wm Wrigley Jr. Company,relation,gum,new,37,male,United States,USA,10600000000000.0,North America,inherited,3.1,Traded Sectors,True,Consumer,4th generation,True,True,Wm Wrigley Jr. Company
Carlos Alberto Sicupira,146,2014,1999,Ambev,founder,investment banking/beer,aquired,66,male,Brazil,BRA,0.0,Latin America,founder non-finance,8.9,Traded Sectors,True,Consumer,not inherited,True,True,Ambev
Hisakazu Yamaguchi,147,1996,1950,Daiwan Can,relation,cans,new,0,male,Japan,JPN,4710000000000.0,East Asia,inherited,2.4,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True,Daiwan Can
Alexei Kuzmichev,147,2014,1989,Alfa Group,founder,investment banking,new,51,male,Russia,RUS,0.0,Europe,privatized and resources,8.8,Resource Related,True,Energy,not inherited,True,True,Alfa Group
Dmitry Rybolovlev,147,2014,1930,Uralkali,owner,fertilizer,aquired,47,male,Russia,RUS,0.0,Europe,executive,8.8,Traded Sectors,True,Consumer,not inherited,True,True,Uralkali
Elaine Marshall,147,2014,1940,Koch industries,relation,  Oil refining,new,71,female,United States,USA,0.0,North America,inherited,8.8,Financial,True,Diversified financial,spouse/widow,True,True,Koch industries
Hasso Plattner,147,2014,1972,SAP AG,founder,software,new,70,male,Germany,DEU,0.0,Europe,founder non-finance,8.8,New Sectors,True,Technology-Computer,not inherited,True,True,SAP AG
Thomas Peterffy,147,2014,1977,Interactive Brokers,"founder, chairman, ceo",stock brokerage,new,69,male,United States,USA,0.0,North America,self-made finance,8.8,Financial,True,Money Management,not inherited,True,True,Interactive Brokers
Kanichiro Ishibashi,148,1996,1931,Bridgestone Corp,relation,tires,new,0,male,Japan,JPN,4710000000000.0,East Asia,inherited,2.4,Resource Related,True,Mining and metals,father,True,True,Bridgestone Corp
Andrew Gotianun,149,1996,1955,Filinvest Development Corporation,founder,real estate,new,0,male,Philippines,PHL,82848194406.0,East Asia,self-made finance,2.4,Financial,True,Real Estate,not inherited,True,True,Filinvest Development Corporation
Anacleto Angelini,150,1996,1955,Angelini Group,founder,mining,new,82,male,Chile,CHL,75800000000.0,Latin America,privatized and resources,2.3,Resource Related,True,Energy,not inherited,True,True,Angelini Group
Dieter Schwarz,151,1996,1930,Schwarz Group,relation,groceries,new,0,male,Germany,DEU,2500000000000.0,Europe,inherited,2.3,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True,Schwarz Group
A Jerrold Perenchio,151,2001,1955,Univision,former chairman and CEO,media,aquired,70,male,United States,USA,10600000000000.0,North America,executive,3.0,Non-Traded Sectors,True,Media,not inherited,True,True,Univision
Emilio Azcarraga Jean,151,2001,1955,Grupo Televisa,relation,media,new,33,male,Mexico,MEX,725000000000.0,Latin America,inherited,3.0,Non-Traded Sectors,True,Media,father,True,True,Grupo Televisa
George Lucas,151,2001,1971,Lucasfilm,founder,Star Wars,new,56,male,United States,USA,10600000000000.0,North America,founder non-finance,3.0,Non-Traded Sectors,True,Media,not inherited,True,True,Lucasfilm
Henry Hillman,151,2001,1942,Pittsburgh Coke & Chemical,relation,coal,new,82,male,United States,USA,10600000000000.0,North America,inherited,3.0,Financial,True,Money Management,father,True,True,Pittsburgh Coke & Chemical
Khoo Teck Puat,151,2001,1960,Malayan Banking,founder,banking,new,84,male,Singapore,SGP,89285087395.0,East Asia,self-made finance,3.0,Financial,True,Real Estate,not inherited,True,True,Malayan Banking
Mohammed Jameel,151,2001,1945,Abdul Latif Jameel Co. Ltd,relation,auto dealerships,new,0,male,Saudi Arabia,SAU,183000000000.0,Middle East/North Africa,inherited,3.0,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True,Abdul Latif Jameel Co. Ltd
Ricardo Salinas Pliego,151,2001,1906,Grupo Salinas/Group Elektra,relation,telecommunications,new,45,male,Mexico,MEX,725000000000.0,Latin America,inherited,3.0,Non-Traded Sectors,True,"Retail, Restaurant",4th generation,True,True,Grupo Salinas/Group Elektra
Riley Bechtel,151,2001,1898,Bechtel Corporation,relation and chairman,construction,new,48,male,United States,USA,10600000000000.0,North America,inherited,3.0,Non-Traded Sectors,True,Constrution,4th generation,True,True,Bechtel Corporation
Robert Bass,151,2001,1919,Sid Richardson Gasoline Co,relation,oil,new,53,male,United States,USA,10600000000000.0,North America,inherited,3.0,Resource Related,True,Energy,father,True,True,Sid Richardson Gasoline Co
Saleh Kamel,151,2001,1969,Dallah al Baraka Group,founder,airport maintenance,new,59,male,Saudi Arabia,SAU,183000000000.0,Middle East/North Africa,self-made finance,3.0,Financial,True,Money Management,not inherited,True,True,Dallah al Baraka Group
Stephen Bechtel,151,2001,1898,Bechtel Corporation,relation,construction,new,75,male,United States,USA,10600000000000.0,North America,inherited,3.0,Non-Traded Sectors,True,Constrution,4th generation,True,True,Bechtel Corporation
Ciputra,152,1996,1961,Ciputra Development,founder,real estate,new,0,male,Indonesia,IDN,227000000000.0,East Asia,self-made finance,2.3,Financial,True,Real Estate,not inherited,True,True,Ciputra Development
Ludwig Merckle,152,2014,1881,Ratiopharm,relation,pharmaceuticals,new,49,male,Germany,DEU,0.0,Europe,inherited,8.6,New Sectors,True,Technology-Medical,4th generation,True,True,Ratiopharm
Leonardo Del Vecchio,153,1996,1961,?Luxottica,founder,glasses,new,60,male,Italy,ITA,1310000000000.0,Europe,founder non-finance,2.3,Traded Sectors,True,Consumer,not inherited,True,True,Luxottica
Antonia Johnson,153,2014,1873,Axel Johnson Group,relation,trade investment,new,70,female,Sweden,SWE,0.0,Europe,inherited,8.5,Financial,True,Diversified financial,4th generation,True,True,Axel Johnson Group
Donald Newhouse,153,2014,1909,Advance Publications,relation,media,new,84,male,United States,USA,0.0,North America,inherited,8.5,Non-Traded Sectors,True,Media,father,True,True,Advance Publications
Galen Weston,153,2014,1882,George Weston Limited,relation,food distribution,new,73,male,Canada,CAN,0.0,North America,inherited,8.5,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True,George Weston Limited
Hank & Doug Meijer,153,2014,1934,Meijer,relation,groceries,new,0,male,United States,USA,0.0,North America,inherited,8.5,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True,Meijer
Michael Kadoorie,153,2014,1901,CLP Holdings,relation,utilities,new,72,male,Hong Kong,HKG,0.0,East Asia,inherited,8.5,Financial,True,Diversified financial,father,True,True,CLP Holdings
Michele Ferrero,154,1996,1946,Ferrero spa,relation,chocolates,new,69,male,Italy,ITA,1310000000000.0,Europe,executive,2.3,Traded Sectors,True,Consumer,not inherited,True,True,Ferrero spa
Eitaro Itoyama,155,1996,0,Walmart,founder,golf courses,new,53,male,Japan,JPN,4710000000000.0,East Asia,self-made finance,2.3,Financial,True,Real Estate,not inherited,True,True,Walmart
Akio Morita,156,1996,1946,Sony,founder,technology,new,0,male,Japan,JPN,4710000000000.0,East Asia,founder non-finance,2.3,Traded Sectors,True,Consumer,not inherited,True,True,Sony
Kim Woo-choong,157,1996,1967,Daewoo Group,founder,textiles,new,0,male,South Korea,KOR,603000000000.0,East Asia,privatized and resources,2.3,Financial,True,Diversified financial,not inherited,True,True,Daewoo Group
